"dataset","method","split_id","price","highway.mpg","city.mpg","peak.rpm","horsepower","compression.ratio","stroke","bore","fuel.system","engine.size","num.of.cylinders","engine.type","curb.weight","height","width","length","wheel.base","engine.location","drive.wheels","body.style","num.of.doors","aspiration","fuel.type","make","normalized.losses"
"automobile","uni_loo",21,1.99150571903903e-06,-0.0114011401140114,-0.026796073365205,0.00106052069088788,0.00571411792319482,-0.080929008258671,-0.374377187934061,-0.479636599226931,0.0999027537297502,-0.0035852560798557,-0.148547663915784,0.0842032492222609,-0.000473357081936744,-0.277412333756229,-0.174768244363248,-0.0353058503928361,-0.114751414589045,2.24242424242425,0.265847347994825,-0.916887944768986,-0.923055846069153,0.0610465116279062,1.14695340501792,-0.0272883659186062,0.0218695936460003
"automobile","uni_loo",22,-5.53630177118984e-06,-0.0135757997929179,-0.0216335301659533,0.000672196031035786,0.0055138009820513,-0.0627772485145478,0.223426767639669,-0.112420076306839,0.0754054844442446,-0.00260312497028224,-0.1908014571949,0.118183892311202,-0.000364800919368091,-0.295746813616014,-0.121904128588422,-0.0341849579012026,-0.110685060691472,2.0990099009901,0.053997194950911,-0.933219906422799,-0.893042566186078,0.729411764705882,0.728723404255318,-0.0462771910856638,0.020735660086672
"automobile","uni_loo",23,-2.47021835700075e-05,0.0172105118722475,0.0031147811405339,0.000683456428033969,0.000999963856259536,-0.0406652786555971,0.356759273666251,-0.885965734839656,0.0583078207625939,-0.00415009254249081,-0.179335488752838,0.0593080724876444,-0.000633682730538185,-0.318930913978692,-0.175941976738965,-0.0410117362554084,-0.127058892082978,2.25,-0.0925756186984417,-0.999723336561074,-0.952235850746941,-0.365853658536585,0.627240143369175,-0.0139148158025068,0.0200685127713429
"automobile","uni_loo",24,-1.69153485201315e-05,0.0168518660433749,0.00057759425846729,0.000793554376404031,0.00121152647059875,-0.057638702204852,-0.110141310194986,-0.968038443964069,0.110470795077163,-0.00477568897823624,-0.145964957988667,0.0454545454545455,-0.000630457971016638,-0.281234381843717,-0.126551791928396,-0.0341876436292174,-0.110135656071498,2.19,-0.127427184466019,-0.905107661492238,-0.846129910939971,-0.595434369055168,0.872222222222222,0.00441153801923657,0.017629038844879
"automobile","uni_loo",25,-7.65552269588614e-06,0.0232235890671233,0.00761981992058612,0.000506319811481992,0.00072802169191183,-0.0411143987459363,-0.243495347827503,-0.722706514786906,0.0506575499713023,-0.00281954866145708,-0.119951844150158,0.0637470409198513,-0.000486750782747056,-0.243026680102924,-0.0913661676856097,-0.0342394935891926,-0.101367454423062,2.21782178217822,-0.162226878180185,-0.806447280053727,-0.822973753041226,-0.470588235294118,0.697302697302698,-0.0117700316885469,0.015462620015103
"automobile","uni_loo",26,-3.52691495578334e-05,0.00740341613233475,-0.0110527817897204,0.000704040633414125,0.000105319876038685,-0.0728321815308342,-0.25783875451777,-0.680550050184879,0.0428979980934223,-0.00696134146468162,-0.352722772277228,0.106959863364645,-0.000671314067711344,-0.24961863099041,-0.170190292973436,-0.0321590327313658,-0.095032234089908,0,-0.230769230769231,-0.807642948809354,-0.783484624303866,-0.352207792207792,0.995004995004995,-0.0320464483178144,0.0145939607841822
"automobile","uni_loo",27,-5.69070116385546e-06,0.0160002512306376,0.00317028985507246,0.000613594799008022,0.00154347186655743,-0.0613656132333194,-0.0583620706814976,-0.478894757563837,0.0219137886868028,-0.00167359151307522,-0.0203100588871526,0.31710843373494,-0.000566482412593509,-0.274467640807533,-0.129691233767354,-0.0380436417081736,-0.124626093863224,2.27,-0.220569210866753,-0.838143872113677,-0.826034930976212,-0.305009511731135,0.868131868131869,-0.0284788540245566,0.0202700847366493
"automobile","uni_loo",28,-1.54243754993786e-05,-0.00351281103413404,-0.0208783432590004,0.00102432750921346,0.00436936467140238,-0.0754691352314689,-0.298008165176023,-0.123149401338107,0.0649441885879322,-0.00552475643879324,-0.349397590361446,0.14030105083783,-0.00066125798602852,-0.30172150524256,-0.150871771362232,-0.0365605666396328,-0.111115329612615,2.14,0.0874999999999995,-0.925872663093215,-0.934478314481282,-0.0235294117647065,1.03370786516854,-0.0156527659027009,0.018813954910365
"automobile","uni_loo",29,-9.72400590440829e-06,0.00674896322189253,-0.00711912672045563,0.000724941332196579,0.00244016661680098,-0.0421662240422434,-0.79834068440737,-0.918420253048709,0.0726492721007104,-0.00403722077838552,-0.0541125541125544,0.105102141517813,-0.000598710003060249,-0.283085508627384,-0.149418453552826,-0.0381540220809563,-0.117583751046273,2.31,-0.124022346368716,-0.956319702602231,-0.873515867583257,-0.176470588235295,0.704347826086957,-0.0149272652362691,0.0197310326423822
"automobile","uni_loo",30,-2.27994661112469e-05,0.00697080181390324,-0.0035776702138367,0.000946312388691504,0.00150419198223503,-0.0413356955969872,-0.0989433010689103,-0.526700329337131,0.069916820702403,-0.0042250957484822,-0.170803113979639,0.0213836477987421,-0.00054534481992588,-0.236768126853634,-0.161383253291382,-0.0342381949513566,-0.100354277189007,2.18811881188119,-0.116279069767442,-0.78268078051269,-0.804424121811597,0.0754597336715282,0.591304347826088,-0.0107334749157119,0.0181108754721983
"automobile","uni_loo",31,-1.53472039408772e-05,0.0164888768052201,0.00261011831974162,0.000851671866835731,0.000597448587155527,-0.0806605470656947,-0.34935389345247,-0.583007887990968,0.0691695673794131,-0.00310882199592498,-0.127514410069404,0.0530934620447567,-0.000624668124636424,-0.279986213453194,-0.151568003214712,-0.0392668344544185,-0.12387105003399,2.2,-0.195503421309873,-0.947715736040609,-0.835731186427469,-0.426829268292683,1.15652173913044,-0.00722428419936373,0.0169023003136988
"automobile","uni_loo",32,-8.44369960266793e-06,-0.00784405824330674,-0.0207029828028917,0.000856015338149413,0.00553774575097744,-0.0696961886390847,-0.431635048772506,-0.211631027454057,0.106481481481482,-0.000483922783095279,-0.00486111111111143,-0.0419081587160053,-0.000314836016210213,-0.28868847926799,-0.0811943543937697,-0.0247802339501326,-0.0895137645947611,2.17821782178218,0.105794947994056,-0.81143310837634,-0.83625730994152,-0.214285714285714,1.04565217391304,-0.000374470238471776,0.0188956407597648
"automobile","uni_loo",33,-1.77251084943597e-05,0.0198194534808068,0.00543278478307329,0.000743382860929538,0.000863708344833443,-0.0784889183754509,-0.42839760114695,-0.621273624243973,0.00928688287941479,-0.00490554684620231,-0.177710233029382,0.178838617741361,-0.000692112771974852,-0.275201883165405,-0.157840904186316,-0.0368487042549071,-0.114226420698039,2.09,-0.0995542347696884,-0.965636874277218,-0.786242246944073,-0.788235294117648,1.16755319148936,-0.0187486415739787,0.0188980886332657
"automobile","uni_loo",34,6.01702560845359e-06,-0.00916115300976267,-0.0248268897864974,0.00108978301541902,0.0033527428931189,-0.0533313546324072,-0.0422899365546182,-0.225996987517623,0.0571330824495382,-0.00226848470472196,-0.155172413793103,0.0984787830264214,-0.000516719309757058,-0.265193489609174,-0.114004866859133,-0.0303935137721277,-0.107543875228062,2.25,0.372791519434629,-0.887033398821218,-0.890723211760994,-0.497093023255815,1.02083333333333,-0.0312428233367615,0.0203838962799974
"automobile","uni_loo",35,-8.80191373482335e-06,-0.00630381680409182,-0.021861906970922,0.000535301000640659,0.00379733139006245,-0.0990120085422912,-0.214997181702866,-0.0624906846471512,0.139117444810661,-0.000396252839857041,-0.0533398071720886,-0.119587428237813,-0.000423672100836373,-0.251458588674821,-0.122403210638274,-0.0330048288453429,-0.101131042270891,2.05,-0.212406015037594,-0.79245510425455,-0.835648148148148,-0.227513227513227,1.32974910394265,-0.016074284088568,0.0164162117645859
"automobile","uni_loo",36,-3.67902783870158e-05,0.0251662575622576,0.0121782011966099,0.00111873380432152,-0.00422718944666473,-0.0777999836854555,0.29878483565703,-0.683845249052629,0.023879738186003,-0.00770706010915352,-0.349639133921412,0.226277372262774,-0.000801208512977041,-0.294908655529944,-0.211642337773304,-0.0460884454037767,-0.117548334252343,2.27722772277228,-0.139622641509434,-0.948863636363636,-0.845261895241903,-0.513081395348838,1.10676691729323,-0.00957264234016728,0.0179659016205705
"automobile","uni_loo",37,-3.13520087737289e-05,0.023377550725741,0.00205674986576846,0.000673419700612353,0.000715017149454313,-0.121761030739864,0.0270038803348209,-0.706469372333745,0.102089975203684,-0.00355072421111483,-0.140157480314961,-0.0786223824499501,-0.000697592193590302,-0.265052780320142,-0.162576810820285,-0.0415999418963565,-0.116527605918565,2.20792079207921,-0.347994056463596,-0.945045045045045,-0.851286082069092,-0.353202282815472,1.56117021276596,-0.0224697416668964,0.0186256919893314
"automobile","uni_loo",38,-2.74537460489126e-05,0.0199896138580808,0.00921891453902276,0.000774902414341477,0.000196020791343446,-0.0418580616051213,-0.0123350765078377,-0.982657790333567,0.0284437220642015,-0.00544642154118394,-0.22546755085314,0.385809842331581,-0.000674983396369412,-0.253362502076002,-0.150433264487933,-0.0391535841648892,-0.101418284861119,2.35643564356436,-2.43669108085914e-16,-0.97676120768527,-0.80952380952381,0.0414634146341465,0.645354645354646,-0.0115614798694233,0.0150324712000174
"automobile","uni_loo",39,-2.05868584093339e-05,0.00898063373939181,0.00420634186927985,0.00083336295202381,-0.00125823339800441,-0.0389714541390924,0.912889585129067,-0.772800636034895,0.00769444701956066,-0.00525573644404563,-0.255626223091977,0.237280961652417,-0.000627844335895002,-0.302743888285158,-0.121319146105567,-0.0385835068243272,-0.109644836439479,2.24752475247525,-0.0716981132075468,-0.795428893905192,-0.737609038776763,-0.048275862068965,0.569148936170212,-0.0399114993391185,0.0191652730179615
"automobile","uni_loo",40,-1.69010751813989e-05,0.0135616159177835,0.0030872344035746,0.000706655758051259,0.00124288602400974,-0.0417741689965528,-0.0475496395243443,-0.853630964791361,0.0245632660940063,-0.00368265677686324,-0.148648648648649,-0.0637419153744253,-0.000593137365775706,-0.25167635664771,-0.16812181122262,-0.0346752485709683,-0.0936638367076658,2.32,-0.347826086956522,-0.83515625,-0.871283207333914,-0.206349206349207,0.673835125448028,-0.016626978568427,0.0168840984063623
"automobile","uni_loo",41,-3.55401571939303e-05,0.0253910561670188,0.0109525723472669,0.000967855632088331,-0.00169202121320599,-0.0803906640508597,-0.123356511101889,-0.757612208980594,-0.0179677345362796,-0.00819299666537129,-0.395889879798371,0.169183516764781,-0.000862103304479552,-0.315289283540321,-0.222853363692896,-0.0493570629057145,-0.122156937257282,2.16831683168317,-0.19379407616361,-0.798046342571559,-0.814960463231094,-0.623863636363636,1.16739130434783,-0.0438756855575868,0.0198383225469343
"automobile","uni_loo",42,-1.33082863591952e-05,-0.00636810410465841,-0.0209898200201666,0.000889335896579391,0.00327084266241846,-0.064389667770659,0.157203151159729,-0.635538343627189,0.0586856660729352,-0.00356797710391973,-0.126521578753228,0.00833333333333334,-0.000484815415683311,-0.310499181421772,-0.140167132820537,-0.0352155656425455,-0.0964294257817527,2.33663366336634,0.0325153374233124,-0.872763139354657,-0.86489898989899,-0.00568181818181775,0.871739130434783,-0.0334842850287908,0.0186019558157773
"automobile","uni_loo",43,-3.12444158389224e-05,0.0137782717640792,-0.00099634178984624,0.000714954533177275,0.00200105720990663,-0.0815057709393891,0.402275548529171,-0.875118746158211,0.0855103564097779,-0.00418760879932645,-0.196179775280899,-0.194123366101329,-0.00059468439140865,-0.258185322533424,-0.143753129940934,-0.0349083857607158,-0.100696988593932,2.34653465346535,-0.662790697674419,-0.852622928365978,-0.86289410109813,0.193175564116676,1.06393606393606,-0.00889400695839664,0.0221552834611923
"automobile","uni_loo",44,-9.83813028609189e-06,-0.000854251172473851,-0.0152981800979867,0.000849115370252577,0.00144831608613307,-0.0362643080920944,-0.290873267212445,-1.26303702873594,0.0767319378798109,-0.00382164920224585,-0.108491749009379,-0.0150959806175062,-0.000566035011594935,-0.294625329240585,-0.139356074700241,-0.0380433677983279,-0.117491696151878,2.19,0.107653223245475,-0.91682212224295,-0.906055900621118,-0.657467532467532,0.650349650349651,-0.0214759000820922,0.0192907909869975
"automobile","uni_loo",45,1.66583419991905e-05,-0.0162578842028127,-0.0273440580816101,0.000878678280677244,0.00589603877273311,-0.0472856488909706,-0.0504140136762606,0.11710549154141,0.129862820963771,0.00109118540138246,-0.0259041687309791,0.030277544154752,-0.0001113432590473,-0.269884960821217,-0.0834361125305579,-0.0290204439668992,-0.123233465526253,2.12121212121212,0.250641260534995,-0.822645169111408,-0.945863809570612,0.233766233766234,0.666666666666666,-0.0210472151446996,0.0195508808258295
"automobile","uni_loo",46,-2.15285711155389e-05,0.00780361330172911,-0.00842412669886555,0.000697070691861225,0.00323043843818931,-0.0670244036456601,0.0864292187526053,-0.776792962771839,0.0766751318616917,-0.00272154781945657,-0.127508361204014,0.135246898564826,-0.00053607204375204,-0.293874833493234,-0.144296925823023,-0.0397150254342646,-0.113698549830026,2.23762376237624,0.0325621251071118,-0.853697749196142,-0.837665948389873,0.101136363636364,0.888888888888889,-0.0367827314308758,0.0195857080366136
"automobile","uni_loo",47,-9.87440840320309e-06,0.0138169905219196,0.0018551357250034,0.000641932785861244,0.00408877805725007,-0.0296599333826228,0.0462696683622977,-0.265060192927592,0.0615116014270894,-0.00181000663396097,-0.098837209302326,0.103184237557195,-0.000526817447257627,-0.304464466147934,-0.124874622725788,-0.0382894744073962,-0.112209534974458,2.21,-0.109961190168176,-0.873985311171241,-0.846412480273811,0.140139505389981,0.480434782608697,-0.0230299446645897,0.017427552097654
"automobile","uni_loo",48,6.89001429186189e-07,-0.00385715056373738,-0.0194832148601671,0.000522998269923219,0.00663631343867906,-0.0518397533567541,0.293898614944475,-0.706978016197052,0.101770386266094,0.00305574282319303,0.11752060193479,0.0103161397670548,-0.000295331397006532,-0.295744606311948,-0.0929884439825458,-0.0348593293273085,-0.107063009375186,2.21782178217822,-0.0282685512367494,-0.907906501468898,-0.979867816028831,-0.342948717948718,0.722222222222222,-0.0351077030459313,0.0184713515613359
"automobile","uni_loo",49,-2.12165214409166e-05,0.00580672211413808,-8.30786576862648e-05,0.00052240631865688,-0.000165417713877683,-0.033739908259656,0.0296539468343138,-0.454750257066485,0.0684464203182427,-0.00333280611657084,-0.207894736842105,-0.143346125920547,-0.000379422074569662,-0.185801621912452,-0.10659332611862,-0.0193204859732491,-0.0846724995016824,0,-0.0351002865329513,-0.822645290581163,-0.710596612556539,0.0317057704502219,0.529323308270676,-0.0121296762202072,0.0166475122836731
"automobile","uni_loo",50,-2.66190588086967e-05,0.00886460670091905,-0.00282903566694307,0.000628984442637145,0.000540676386159088,-0.0727371143226468,0.155000455357763,-0.709664256073297,0.0291691013205562,-0.0053846480695674,-0.213361579783612,0.0818624177082338,-0.000637058410507583,-0.274557275208245,-0.147434622072817,-0.0375011579052655,-0.118042814676218,2.13861386138614,-0.292343387470998,-0.843968327899394,-0.78873975052702,-0.126984126984127,1,-0.0365729258340667,0.0202198068896351
"automobile","uni_loo",51,-1.96127424130642e-05,0.0138195808248285,0.00473844161916238,0.000333127081772401,-0.000107113698248577,-0.0477203983416756,0.0180525485805762,-0.743088662436348,0.00291031817848319,-0.00343824633647823,-0.13509517649233,-0.0356560242367745,-0.0005687796353333,-0.283181820332871,-0.156278689574611,-0.0401927541073078,-0.11404680415242,2.18811881188119,-0.505821474773609,-0.830254957507082,-0.832813368255233,0.207317073170732,0.591304347826088,-0.0424995645536419,0.0181691393712107
"automobile","uni_loo",52,-2.17493741672305e-05,-0.00453012312501712,-0.0180439016180607,0.000778119123019692,0.00291995858947344,-0.0848116261289879,0.33760387000731,-0.581743800877578,0.079449611415467,-0.004839661426061,-0.235274204468517,0.113550815558344,-0.000529639376964671,-0.326190098671773,-0.139563362989305,-0.0422104881091543,-0.133666431254993,2.03960396039604,-0.124013528748591,-0.863577863577863,-0.910965400221758,-0.286585365853658,1.11111111111111,-0.0274586423059225,0.0214920063402629
"automobile","uni_loo",53,-2.45566663764467e-05,0.0179367718619434,0.00549116374441764,0.000769362795644358,-0.00117645652930369,-0.0556975486871818,-0.723204692676797,-0.958450673321383,0.0323946801396835,-0.00641507003261638,-0.212641042106229,-0.0364949981474621,-0.000663122798975011,-0.265794805837869,-0.178021662798493,-0.0345540115900333,-0.103750840838314,2.23762376237624,-0.337235052198672,-0.822145657597719,-0.840285988274133,-0.328042328042328,0.810717372515125,-0.019881265403461,0.023525404848507
"automobile","uni_loo",54,-1.94137707610645e-05,-0.00680044101433298,-0.0181655842954639,0.00101481621591398,0.00374219532085296,-0.0692199443781706,0.0853160897228144,-0.813094905308943,0.0979863185277966,-0.00537759095781479,-0.272016831980763,0.251108080463689,-0.000537774169645321,-0.312857088376415,-0.151508574303931,-0.0388268190053309,-0.108877709383774,2.10891089108911,-0.0646041856232944,-0.881804043545878,-0.896943573667712,-0.0952380952380955,0.999999999999999,-0.0145024004260028,0.0157216040717524
"automobile","uni_loo",55,-3.34705119976294e-05,0.0134723119894213,-0.000357094094293877,0.000703541020943294,0.000597936765060205,-0.0545213471430102,0.0447634417644118,-0.733930968892665,0.0740584598088815,-0.00457508604452838,-0.182795698924731,-0.0163447251114414,-0.00063513382021169,-0.275547083573326,-0.186466646908145,-0.0403738773534048,-0.119459159941636,2.18811881188119,-0.262966333030028,-0.873414477898783,-0.857403687706957,-0.312618896639188,0.730269730269731,-0.0363912185923119,0.01699232860954
"automobile","uni_loo",56,-2.08206899777181e-05,0.0123947010801582,-0.00179619207280565,0.000790959295376949,-0.00021638337983229,-0.0661137686501266,-0.176059667648038,-1.47040446520436,0.0593756769115983,-0.00645304410905128,-0.274213075060533,-0.00213146900844066,-0.000897199448282072,-0.33942495546377,-0.231237521536321,-0.0437216289545852,-0.110082096737586,2.29,-0.348917153661052,-0.876233183856502,-0.894984326018809,-0.623529411764706,0.95,-0.0459052194802359,0.0196866858215072
